ID,Grade,Source,Body,Question,Solution-Type,Answer,Formula
nluds-1407,6,http://www.ask-math.com,"Five years hence, the age of Jacob will be three times that of his son. Five years ago, Jacob's age was seven times that of his son.",What are their present ages?,Algebra-2,40 (years old); 10 (years old),x:Jacob's age; y:The age of Jacob's son; x+5=3(y+5); x-5=7(y-5)
nluds-1408,6,http://www.ask-math.com,"Five years ago, I was thrice as old as my son and ten years later I shall be twice as old as my son.",How old are we now?,Algebra-2,50 (years old); 20 (years old),x:My age; y:The age of my son; x+5=3(y-5); x-5=2(y+10)
nluds-1409,6,http://www.ask-math.com,A is two years older than B. A's father D is twice as old as A and B is twice old as his sister C. The ages of D and C differ by 40 years.,Find the ages of A and B.,Algebra-2,26 (years old); 24 (years old),A:The age of a person; C:The age of B's sister; A=B+2; 2A=(1/2)*B+40
nluds-1410,6,http://www.ask-math.com,"Two years ago, a father was five times as old as his son. Two years later, his age will be 8 more than the age of the son.",Find the present ages of father and son.,Algebra-2,12 (years old); 4 (years old),x:The age of the father; y:The age of the father's son; x-2=5(y-2); x+2=y+2+8
nluds-1411,6,http://www.ask-math.com,Father's age is three times the sum of the ages of his two children. After 5 years his age will be twice the sum of age of two children.,Find the age of father.,Algebra-2,15 (years old); 5 (years old),x:The age of the father; y:The sum of the ages of two children; x=3y; x+5=2(y+5)
nluds-1412,6,http://www.ask-math.com,5 years hence the age of a father shall be three times the age of his son while 5 years earlier the age of father was 7 times the age of his son.,Find the present ages.,Algebra-2,40 (years old); 10 (years old),x:The age of the father; y:The age of the father's son; x+5=3(y+5); x-5=7(y-5)
nluds-1413,6,http://www.ask-math.com,The age of a father is equal to the sum of the ages of his 5 children. After 15 years sum of the ages of the children will be twice the age of the father.,Find the age of the father.,Algebra-2,75 (years old),x:The age of the father; y:The sum of the ages of five children; x=y; y+5*15=2x
nluds-1414,6,http://www.ask-math.com,"Ten years ago, the sum of the ages of two sons was one-third of their father's age. One son is two years older than the other and sum of their present ages is 14 years less than the father's present age.",Find the present ages of all.,Algebra-2,21 (years old),x:A age of one of sons; y:The age of the father; x+(x+2)=y/3; x+(x+2)=y-14
nluds-1415,6,http://www.ask-math.com,"If twice the son's age is added to the father's, the sum is 70. But if twice the father's age is added to the son's age, the sum is 95.",Find the ages of father and son.,Algebra-2,40 (years old); 15 (years old),x:The father's age; y:The son's age; 2y+x=70; 2x+y=95
nluds-1416,6,http://www.ask-math.com,"I am three times as old as my son. Five years later, I shall be two and a half times as old as my son.",How old am I and how old is my son?,Algebra-2,45 (years old); 15 (years old),x:My age; y:The age of my son; x=3y; x+5=2.5(y+5)
nluds-1417,6,http://www.ask-math.com,The sum total of the ages of father and the son is 55 years. If the father was to live till his son's age equals his present age. The total of their ages would be 93 years.,Find their present ages.,Algebra-2,37 (years old); 18 (years old),x:The present age of the father; y:The present age of the son; x+y=55; (x+(x-y))+(y+(x-y))=93
nluds-1418,6,http://www.ask-math.com,The ages of two friends Anna and Ben differ by 3 years. Anna's father Denver is twice as old as Anna and Ben is twice as old as his sister Cathy. The ages of Cathy and Denver differ by 30 years.,Find the ages of Anna and Ben.,Algebra-2,19 (years old); 16 (years old),A:Anna's age; C:Cathy's age; A-2C=3; 2A=C+30
nluds-1419,6,http://www.ask-math.com,"Five years ago, Nancy was thrice as old as Sam. Ten years later, Nancy will be twice as old as Sam.",How old are Nancy and Sam?,Algebra-2,50 (years old); 20 (years old),x:Sam's present age; y:Nancy's present age; y-5=3(x-5); y+10=2(x+10)
nluds-1420,6,http://www.ask-math.com,Seven times a two digit is equal to four times the number obtained by reversing the order of digits and the sum of the digits is 3.,Find the number.,Algebra-2,12,x:The number of the tens digital; y:The number of the unit digital; 7(10x+y)=4(10y+x); x+y=3
nluds-1421,6,http://www.ask-math.com,A two digit number is four times the sum of its digits and twice the product of the digits.,Find the number.,Algebra-2,36,x:The number of the tens digital; y:The number of the unit digital; 10x+y=4(x+y); 10x+y=2xy
nluds-1422,6,http://www.ask-math.com,"A number consisting of two digits, is equal to 7 times the sum of its digits. When 27 is subtracted from the number, the digits interchange places.",Find the number.,Algebra-2,63,x:The number of the tens digital; y:The number of the unit digital; 10x+y=7(x+y); 10x+y-27=10y+x
nluds-1423,6,http://www.ask-math.com,"In a two digit number, the sum of the two digits is 9. If the digits are reversed , the number is increased by 9.",Find the number.,Algebra-2,45,x:The number of the tens digital; y:The number of the unit digital; x+y=9; 10y+x=10x+y+9
nluds-1424,6,http://www.ask-math.com,The sum of the digits of a two number is 15. The number is decreased by 27 the digits are reversed.,Find the number.,Algebra-2,96,x:The number of the tens digital; y:The number of the unit digital; x+y=15; 10x+y=10y+x+27
nluds-1425,6,http://www.ask-math.com,"In a two digit number, the tens digit is three times the unit digit. When the number is decreased by 54, the digits are reversed.",Find the number.,Algebra-2,93,x:The number of the tens digital; y:The number of the unit digital; x=3y; 10x+y=10y+x+54
nluds-1426,6,http://www.ask-math.com,The sum of the digits of a two digit number is 8 and the difference between the number and that formed by reversing the digits is 18.,Find the number.,Algebra-2,53,x:The number of the tens digital; y:The number of the units digital; x+y=8; (10x+y)-(10y+x)=18
nluds-1427,6,http://www.ask-math.com,"A boat goes 30 km upstream and 44 km downstream in 10 hours. In 13 hours, it can go 40 km upstream and 55 km downstream.",Determine the speed of the stream and that of boat in still water.,Algebra-2,8 (km/hour); 3 (km/hour),x:Speed of boat in still water; y:Speed of stream; 30/(x-y)+44/(x+y)=10; 40/(x-y)+55/(x+y)=13
nluds-1428,6,http://www.ask-math.com,"Tara can row downstream 20 km in 2 hours, and upstream 4 km in 2 hours.",Find her speed of rowing in still water and the speed of the current.,Algebra-2,6 (km/hour); 4 (km/hour),x:Speed of rowing in still water; y:Speed of current; 20/(x+y)=2; 4/(x-y)=2
nluds-1429,6,http://www.ask-math.com,A sailor goes 8 km downstream in 40 minutes and comes back in 1 hour.,Determine the speed of the sailor in still water and the speed of current.,Algebra-2,10 (km/hour); 2 (km/hour),x:Speed of sailor in still water; y:Speed of current; 8/(x+y)=40/60; 8/(x-y)=1
nluds-1430,6,http://www.ask-math.com,"Points A and B are 70 km apart on a highway. A car starts from A and another car starts from B at the same time. If they travel in the same direction, they meet in 7 hours, but if they travel towards each other they meet in one hour.",What are their respective speeds?,Algebra-2,40 (km/hour); 30 (km/hour),A:Car speed of point A; B:Car speed of point B; 7A-7B=70; A+B=70
nluds-1431,6,http://www.ask-math.com,"Amy travelled 300 km by train and 200 km by taxi, it took him 5 hours 30 minutes. But if he travels 260 km by train and 240 km by taxi he takes 6 minutes longer.",Find the speed of train and taxi.,Algebra-2,100 (km/hour); 80 (km/hour),x:Speed of train; y:Speed of taxi; (300/x)+(200/y)=5.5; (260/x)+(240/y)=5.6
nluds-1432,6,http://www.ask-math.com,"A man travels 600 km partly by train and partly by car. If he covers 400 km by train and the rest by car, it takes him 6 hours and 30 minutes. But if he travels 200 km by train and rest by car, he takes 30 minutes longer.",Find the speed of train and that of car.,Algebra-2,100 (km/hour); 80 (km/hour),x:Speed of train; y:Speed of car; 400/x+200/y=6.5; 200/x+400/y=7
nluds-1433,6,http://www.ask-math.com,"The taxi charges in a city comprise of a fixed charge together with the charge for the distance covered. For a journey of 10 km, the charge paid is $75 and for a journey of 15 km, the charge paid is $110.",What will a person have to pay for traveling a distance of 25 km?,Algebra-2,180 (dollars),x:Charge per km; y: Charge of a taxi; 10x+y=75; 15x+y=110
nluds-1434,6,http://www.ask-math.com,A railway half ticket costs half the full fare and the reservation charge is the same on half ticket as on full ticket. One reserved first class from Michigan to Massachusetts costs $216 and one full and one half reserved first class tickets cost $327.,What is the basic first class full fare and what is the reservation charge?,Algebra-2,210 (dollars); 6 (dollars),x:The cost of full first class ticket; y:The cost of reservation; x+y=216; 3/2x+2y=327
nluds-1435,6,http://www.ask-math.com,"A man walks certain distance with certain speed. If he walks 1/2 km/hr faster, he takes 1 hr less. But if he walks 1 km/hr slower, he takes 3 more hours.",Find the distance covered by the man and his original rate of walking.,Algebra-2,36 (km); 4 (km/hour),x:The original rate of walking; y:The distance covered; y/(x+1/2)=y/x-1; y/(x-1)=y/x+3
nluds-1436,6,http://www.ask-math.com,A car goes uphill at the rate of 30 km an hour and downhill at the rate of 50 km an hour after 15 hours it has covered 650 km.,How long did it go downhill and uphill respectively?,Algebra-2,5 (hr); 10 (hr),x:Distance when uphill; y:Distance when downhill; x+y=15; 30x+50y=650
nluds-1437,6,http://www.ask-math.com,"Ronnie travels 300 km to her home partly by train and partly by bus. She takes 4 hours if she travels 60 km by train and the remaining by bus. If she travels 100 km by train and the remaining by bus, she takes 10 minutes longer.",Find the speed of the train and bus separately.,Algebra-2,60 (km/hour); 80 (km/hour),x:Speed of train; y:Speed of bus; 60/x+240/y=4; 100/x+200/y=25/6
nluds-1438,6,http://www.ask-math.com,"A train covered a certain distance at a uniform speed. If the train would have been 6 km/hr faster it would have 8 hours less than the scheduled time, and if the train were slower by 6 km/hr,it would have taken 12 hours more than the scheduled time.",Find the length of the journey.,Algebra-2,1440 (km),x:Speed of train; y:The time taken by the train; xy/(x+6)=y-8; xy/(x-6)=y+12
nluds-1439,6,http://www.ask-math.com,If you were to travel by metro the fare for the first kilometer is different from the rate per kilometer for the remaining distance. The total fare for a distance of 20 km is $37.70 and that for a distance of 26 km is $48.50.,Find the auto fare for the first kilometer and for each successive kilometer.,Algebra-2,3.5 (dollars); 1.8 (dollars),x:The fare for the first kilometer; y:The fare for remaining distance; x+(20-1)y=37.7; x+(26-1)y=48.5
nluds-1440,6,http://www.ask-math.com,"The coach of a cricket team buys 7 bats and 6 balls for $3800. Later, he buys 3 bats and 5 balls for $1750.",Find the cost of each bat and each ball.,Algebra-2,500 (dollars); 50 (dollars),x:Cost of each bat; y:Cost of each ball; 7x+6y=3800; 3x+5y=1750
nluds-1441,6,http://www.ask-math.com,The difference between two numbers is 26 and greater number is three times the smaller.,Find the numbers.,Algebra-2,13; 39,x:The greater number; y:The smaller number; x-y=26; x=3y
nluds-1442,6,http://www.ask-math.com,"The sum of the digits of a two-digit number is 9. Also, nine times this number is twice the number obtained by reversing the order of the digits.",Find the number.,Algebra-2,18,x:The number of first digit; y:The number of second digit; x+y=9; 9*(10x+y)=2*(10y+x)
nluds-1443,6,http://www.ask-math.com,"Fraction becomes 4/5 , if one is added to both numerator and denominator. If however, 5 is subtracted from both, the fraction becomes 1/2.",Find the fraction.,Algebra-2,7/9,x:The number of numerator; y:The number of denominator; 5x-4y+1=0; 2x-y-5=0
nluds-1444,6,http://www.ask-math.com,The sum of numerator and denominator of a fraction is 18. If the denominator is increased by 2 the fractions reduced to 1/3 .,Find the fraction.,Algebra-2,5/13,x:The number of numerator; y:The number of denominator; x+y=18; x/(y+2)=1/3
nluds-1445,6,http://www.ask-math.com,"A person invested some amount at 12% simple interest and some amount at 10% simple interest. He received an annual interest of $130. But, if he had interchanged and invested he would have received $4 more.",How much amount did he invest at the two rates?,Algebra-2,500 (dollars); 700 (dollars),x:Dollars at 12%; y:Dollars at 10%; 12%X+10%Y=130; 12%Y+10%X=134
